layer_width,reduction_percent,stop_condition,dropout_rate,focal_gamma,focal_alpha,sampling_strategy,k_neighbors,epochs,batch_size,random_state,prob_range,mean_discrimination,roc_auc,composite_score,loss_penalty,class_0_mean,class_1_mean,prob_std,test_loss,test_accuracy,test_precision,test_recall,balanced_accuracy,f1_class_0,f1_class_1,ece
3,0.9510000000000001,15,0.05,2.5,0.2,minority,5,40,256,42,0.9298913,0.22586077,0.707983193277311,0.4802911714833715,0.7742245475168719,0.53167677,0.74170274,0.291472,0.29161494970321655,0.7227723002433777,0.8255033493041992,0.8039215803146362,0.676203814859277,0.5039370078740157,0.7725631768953068,0.12380748304842723
